"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2019","6","B","M","E","3547809","Santo André","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","102277459.54","716109","Total das Despesas Exceto Intra-Orçamentárias","2020-07-17T20:28:47Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3140001","Mariana","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","700962.08","60142","Total de Despesas Intraorçamentária","2019-06-01T01:35:50Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3525003","Jandira","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","12831629.27","123481","Total das Despesas Exceto Intra-Orçamentárias","2019-05-29T14:38:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3304557","Rio de Janeiro","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","797880592.22","6688927","Total das Despesas Exceto Intra-Orçamentárias","2019-07-30T20:53:01Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3529401","Mauá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","26918706.92","468148","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T14:05:58Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3302270","Japeri","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6238134.8","100562","Total das Despesas Exceto Intra-Orçamentárias","2018-05-26T01:31:44Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3162955","São José da Lapa","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2843497.75","22910","Total das Despesas Exceto Intra-Orçamentárias","2018-08-06T14:20:08Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3131000","Inhaúma","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","65319.31","6228","Total de Despesas Intraorçamentária","2019-06-05T13:17:13Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3551009","São Vicente","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","43857707.96","363173","Total das Despesas Exceto Intra-Orçamentárias","2019-08-02T20:37:36Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3556453","Vargem Grande Paulista","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10212897.7","51702","Total das Despesas Exceto Intra-Orçamentárias","2019-08-13T23:10:47Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3516408","Franco da Rocha","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1141693.32","147650","Total de Despesas Intraorçamentária","2018-08-01T01:35:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3548708","São Bernardo do Campo","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","18465839.51","822242","Total de Despesas Intraorçamentária","2018-12-01T01:33:07Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3304557","Rio de Janeiro","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","307345887.92","6498837","Total de Despesas Intraorçamentária","2018-11-30T13:16:35Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3140001","Mariana","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9828813.39","60142","Total das Despesas Exceto Intra-Orçamentárias","2019-09-30T19:11:05Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3302908","Miguel Pereira","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","170110.4","24855","Total de Despesas Intraorçamentária","2018-08-09T20:18:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3300803","Cachoeiras de Macacu","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","76571.6","58560","Total de Despesas Intraorçamentária","2020-03-06T01:30:38Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3304144","Queimados","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13087906.4","149265","Total das Despesas Exceto Intra-Orçamentárias","2019-07-29T12:29:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3543303","Ribeirão Pires","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","595885.06","122607","Total de Despesas Intraorçamentária","2019-03-29T19:22:11Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3304904","São Gonçalo","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","278219.5","1077687","Total de Despesas Intraorçamentária","2019-06-04T01:32:34Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3513801","Diadema","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","8148554.82","420934","Total de Despesas Intraorçamentária","2019-06-10T16:51:38Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3304144","Queimados","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","357290","149265","Total de Despesas Intraorçamentária","2019-07-29T12:29:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3523107","Itaquaquecetuba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1403945.43","366519","Total de Despesas Intraorçamentária","2019-07-29T17:24:05Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3149309","Pedro Leopoldo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","15552998.82","63789","Total das Despesas Exceto Intra-Orçamentárias","2020-02-18T16:20:47Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3118007","Congonhas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","12561130.57","53348","Total das Despesas Exceto Intra-Orçamentárias","2018-05-30T20:40:07Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10850272.78","120510","Total das Despesas Exceto Intra-Orçamentárias","2018-04-12T18:39:10Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3202405","Guarapari","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","6894723.28","122982","Total das Despesas Exceto Intra-Orçamentárias","2019-09-30T13:57:13Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3303500","Nova Iguaçu","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","59392125.9","818875","Total das Despesas Exceto Intra-Orçamentárias","2019-04-03T19:30:34Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3302700","Maricá","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","277186.1","149876","Total de Despesas Intraorçamentária","2018-12-17T19:54:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3516309","Francisco Morato","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","9637718.09","169942","Total das Despesas Exceto Intra-Orçamentárias","2018-12-04T01:30:46Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3302908","Miguel Pereira","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","5476594","24855","Total das Despesas Exceto Intra-Orçamentárias","2018-08-09T20:18:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3303500","Nova Iguaçu","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","50788387.5","818875","Total das Despesas Exceto Intra-Orçamentárias","2019-09-27T19:23:31Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","799823.36","125376","Total de Despesas Intraorçamentária","2019-10-10T16:28:49Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3303203","Nilópolis","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","4020368.2","158319","Total das Despesas Exceto Intra-Orçamentárias","2018-04-18T21:22:16Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3505708","Barueri","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","4525952.13","264935","Total de Despesas Intraorçamentária","2018-05-30T16:52:58Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3140001","Mariana","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","698993.41","59343","Total de Despesas Intraorçamentária","2018-07-31T01:35:45Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3546801","Santa Isabel","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6973246.13","56792","Total das Despesas Exceto Intra-Orçamentárias","2019-04-03T01:31:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3303609","Paracambi","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","6725430.41","51815","Total das Despesas Exceto Intra-Orçamentárias","2019-03-31T01:32:45Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3127206","Funilândia","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1328970.99","4304","Total das Despesas Exceto Intra-Orçamentárias","2020-02-03T11:25:50Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3167202","Sete Lagoas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","24753514.41","234221","Total das Despesas Exceto Intra-Orçamentárias","2019-03-01T13:50:46Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3547809","Santo André","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","97163712.91","716109","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T13:21:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3136207","João Monlevade","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7742119.5","79387","Total das Despesas Exceto Intra-Orçamentárias","2019-08-02T18:36:01Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3304557","Rio de Janeiro","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","690608897.23","6498837","Total das Despesas Exceto Intra-Orçamentárias","2018-11-30T13:16:35Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3140001","Mariana","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1061838.21","60142","Total de Despesas Intraorçamentária","2019-09-30T19:11:05Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3548500","Santos","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","85663468.46","432957","Total das Despesas Exceto Intra-Orçamentárias","2020-06-03T17:57:25Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3547809","Santo André","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","3055708.9","716109","Total de Despesas Intraorçamentária","2019-11-29T13:21:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3302700","Maricá","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","31556661.2","149876","Total das Despesas Exceto Intra-Orçamentárias","2018-12-17T19:54:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3525003","Jandira","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1692844.35","123481","Total de Despesas Intraorçamentária","2019-09-23T18:43:07Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3547809","Santo André","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13267792.86","716109","Total de Despesas Intraorçamentária","2020-07-17T20:28:47Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3305752","Tanguá","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","4059173.76","33870","Total das Despesas Exceto Intra-Orçamentárias","2019-05-28T01:32:37Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3300803","Cachoeiras de Macacu","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","214112","58560","Total de Despesas Intraorçamentária","2020-03-06T01:30:38Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3550308","São Paulo","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","24694594.85","12176866","Total de Despesas Intraorçamentária","2019-12-03T01:33:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3302908","Miguel Pereira","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","289856.9","24855","Total de Despesas Intraorçamentária","2018-08-09T20:18:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3144805","Nova Lima","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","17685299.54","91069","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T21:26:28Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3303609","Paracambi","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6292985.6","50071","Total das Despesas Exceto Intra-Orçamentárias","2018-10-03T01:36:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3513504","Cubatão","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","31197797.9","127887","Total das Despesas Exceto Intra-Orçamentárias","2018-12-13T16:03:39Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3513504","Cubatão","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","27520468.61","127887","Total das Despesas Exceto Intra-Orçamentárias","2018-06-07T16:12:54Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3513801","Diadema","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2766262.9","415180","Total de Despesas Intraorçamentária","2018-06-18T12:25:36Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3303302","Niterói","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","76372631.8","511786","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T19:50:23Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3547809","Santo André","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9189087.52","716109","Total de Despesas Intraorçamentária","2019-03-29T19:33:16Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3552502","Suzano","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","33419787.43","288056","Total das Despesas Exceto Intra-Orçamentárias","2018-09-28T18:38:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3548500","Santos","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","9963640.48","434359","Total de Despesas Intraorçamentária","2018-03-28T17:20:38Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3518701","Guarujá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","63946517.96","313421","Total das Despesas Exceto Intra-Orçamentárias","2018-09-28T13:28:41Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3304300","Rio Bonito","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7061556.2","57963","Total das Despesas Exceto Intra-Orçamentárias","2018-06-14T15:57:10Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3118601","Contagem","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6470552.7","659070","Total de Despesas Intraorçamentária","2019-11-26T19:20:12Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3118601","Contagem","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","79018968.9","659070","Total das Despesas Exceto Intra-Orçamentárias","2019-11-26T19:20:12Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3202405","Guarapari","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","10251539.14","122982","Total das Despesas Exceto Intra-Orçamentárias","2020-03-12T14:46:23Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3149309","Pedro Leopoldo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","5754878.93","63406","Total das Despesas Exceto Intra-Orçamentárias","2018-04-16T20:31:28Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3137601","Lagoa Santa","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10499384.37","60787","Total das Despesas Exceto Intra-Orçamentárias","2019-05-28T14:44:02Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3300803","Cachoeiras de Macacu","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","106547.6","58560","Total das Despesas Exceto Intra-Orçamentárias","2019-06-04T01:33:13Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3530607","Mogi das Cruzes","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","56765329.37","440769","Total das Despesas Exceto Intra-Orçamentárias","2020-01-29T23:09:20Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3530607","Mogi das Cruzes","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5027085.11","440769","Total de Despesas Intraorçamentária","2020-01-29T23:09:20Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3513009","Cotia","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","39837405.53","244694","Total das Despesas Exceto Intra-Orçamentárias","2019-10-02T01:32:15Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3556453","Vargem Grande Paulista","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7510372.92","49542","Total das Despesas Exceto Intra-Orçamentárias","2018-11-24T01:30:59Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3516309","Francisco Morato","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","11701112.33","169942","Total das Despesas Exceto Intra-Orçamentárias","2019-02-01T01:35:59Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3156700","Sabará","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","16308238.11","135421","Total das Despesas Exceto Intra-Orçamentárias","2020-02-04T01:33:27Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3302700","Maricá","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","49406488.9","157789","Total das Despesas Exceto Intra-Orçamentárias","2019-12-02T19:21:59Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3129806","Ibirité","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","17248397.51","179015","Total das Despesas Exceto Intra-Orçamentárias","2019-07-26T16:57:03Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3136207","João Monlevade","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","57500.2","79387","Total de Despesas Intraorçamentária","2019-08-02T18:36:01Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3161908","São Gonçalo do Rio Abaixo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2449081.33","10818","Total das Despesas Exceto Intra-Orçamentárias","2019-10-23T19:30:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3141108","Matozinhos","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","3634658.72","37473","Total das Despesas Exceto Intra-Orçamentárias","2019-08-16T16:40:19Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3144805","Nova Lima","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13930435.43","91069","Total das Despesas Exceto Intra-Orçamentárias","2018-03-28T19:18:42Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3509205","Cajamar","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2703020.91","75638","Total de Despesas Intraorçamentária","2020-02-06T21:27:27Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3304144","Queimados","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","14519579.9","149265","Total das Despesas Exceto Intra-Orçamentárias","2020-02-18T01:33:31Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3522505","Itapevi","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2536498.17","234352","Total de Despesas Intraorçamentária","2019-05-28T12:47:24Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3541000","Praia Grande","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","84415522.72","319146","Total das Despesas Exceto Intra-Orçamentárias","2019-09-20T11:43:11Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3124104","Esmeraldas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","4907884.55","68133","Total das Despesas Exceto Intra-Orçamentárias","2018-05-30T14:16:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3529401","Mauá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","48029478.83","457696","Total das Despesas Exceto Intra-Orçamentárias","2018-07-27T14:20:35Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3305109","São João de Meriti","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13152670.9","471888","Total das Despesas Exceto Intra-Orçamentárias","2019-06-06T01:34:19Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3300803","Cachoeiras de Macacu","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","8497121.2","58560","Total das Despesas Exceto Intra-Orçamentárias","2020-03-19T01:31:00Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3136207","João Monlevade","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7841191.56","79387","Total das Despesas Exceto Intra-Orçamentárias","2019-10-08T13:34:54Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3136207","João Monlevade","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","10742150.13","79387","Total das Despesas Exceto Intra-Orçamentárias","2019-10-08T13:34:54Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3506607","Biritiba-Mirim","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6060259.26","32251","Total das Despesas Exceto Intra-Orçamentárias","2020-01-29T11:56:41Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3117876","Confins","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2341307.64","6657","Total das Despesas Exceto Intra-Orçamentárias","2019-12-12T20:26:57Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3154606","Ribeirão das Neves","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","30358618.5","331045","Total das Despesas Exceto Intra-Orçamentárias","2020-05-21T01:30:45Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3539103","Pirapora do Bom Jesus","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","221038.63","18604","Total de Despesas Intraorçamentária","2019-07-31T15:31:24Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3149309","Pedro Leopoldo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","7893122.14","63789","Total das Despesas Exceto Intra-Orçamentárias","2019-05-28T12:05:49Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3201308","Cariacica","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","40456336.07","378603","Total das Despesas Exceto Intra-Orçamentárias","2019-09-30T21:35:51Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3201159","Brejetuba","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2559913.41","12381","Total das Despesas Exceto Intra-Orçamentárias","2019-08-08T18:44:50Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3518800","Guarulhos","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","178861.6","1337087","Total de Despesas Intraorçamentária","2018-08-02T01:33:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3301801","Engenheiro Paulo de Frontin","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1435999.86","13521","Total das Despesas Exceto Intra-Orçamentárias","2018-08-23T13:18:53Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3505708","Barueri","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","6482796.33","264935","Total de Despesas Intraorçamentária","2019-01-30T13:20:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3541000","Praia Grande","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","47841276.97","319146","Total das Despesas Exceto Intra-Orçamentárias","2019-09-20T11:43:11Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3543303","Ribeirão Pires","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","13251426.21","122607","Total das Despesas Exceto Intra-Orçamentárias","2019-05-29T17:37:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3166501","Serra Azul de Minas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","442071.29","4293","Total das Despesas Exceto Intra-Orçamentárias","2019-04-25T19:19:03Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3201308","Cariacica","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1683791.68","378603","Total de Despesas Intraorçamentária","2019-09-30T21:35:51Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3529401","Mauá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","31734017.21","468148","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T18:56:19Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3304300","Rio Bonito","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","679652","59814","Total de Despesas Intraorçamentária","2019-06-06T17:19:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3551009","São Vicente","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6330342.31","363173","Total de Despesas Intraorçamentária","2020-02-04T16:03:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3513009","Cotia","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","675108.91","244694","Total de Despesas Intraorçamentária","2019-11-29T19:19:58Z","##------ Thu Nov 26 10:53:34 2020 ------##"
